rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__tol,params,split0_test_score,split0_train_score
1,0.7350641293069328,0.0,0.7827883475388524,0.0,0.006156206130981445,0.0,0.0005519390106201172,0.0,10,7.042962777237426e-07,"{'model__C': 10, 'model__tol': 7.042962777237426e-07}",0.7350641293069328,0.7827883475388524
1,0.7350641293069328,0.0,0.7827883475388524,0.0,0.005889892578125,0.0,0.000537872314453125,0.0,10,1.1973036721303624e-05,"{'model__C': 10, 'model__tol': 1.1973036721303624e-05}",0.7350641293069328,0.7827883475388524
1,0.7350641293069328,0.0,0.7827883475388524,0.0,0.005866050720214844,0.0,0.0005259513854980469,0.0,10,0.0002035416242621616,"{'model__C': 10, 'model__tol': 0.0002035416242621616}",0.7350641293069328,0.7827883475388524
4,0.7163442209034914,0.0,0.7958137919055064,0.0,0.18675875663757324,0.0,0.0006642341613769531,0.0,0.1,7.042962777237426e-07,"{'model__C': 0.1, 'model__tol': 7.042962777237426e-07}",0.7163442209034914,0.7958137919055064
4,0.7163442209034914,0.0,0.7958137919055064,0.0,0.1867668628692627,0.0,0.0006861686706542969,0.0,0.1,1.1973036721303624e-05,"{'model__C': 0.1, 'model__tol': 1.1973036721303624e-05}",0.7163442209034914,0.7958137919055064
4,0.7163442209034914,0.0,0.7958137919055064,0.0,0.005317211151123047,0.0,0.000659942626953125,0.0,0.1,0.0002035416242621616,"{'model__C': 0.1, 'model__tol': 0.0002035416242621616}",0.7163442209034914,0.7958137919055064
7,0.7115168781835449,0.0,0.7789822815745833,0.0,0.006636142730712891,0.0,0.0006430149078369141,0.0,1,7.042962777237426e-07,"{'model__C': 1, 'model__tol': 7.042962777237426e-07}",0.7115168781835449,0.7789822815745833
7,0.7115168781835449,0.0,0.7789822815745833,0.0,0.006017208099365234,0.0,0.0005970001220703125,0.0,1,1.1973036721303624e-05,"{'model__C': 1, 'model__tol': 1.1973036721303624e-05}",0.7115168781835449,0.7789822815745833
7,0.7115168781835449,0.0,0.7789822815745833,0.0,0.005691051483154297,0.0,0.0005600452423095703,0.0,1,0.0002035416242621616,"{'model__C': 1, 'model__tol': 0.0002035416242621616}",0.7115168781835449,0.7789822815745833
